0,1,2
1.070605688698448299e+00,1.850751105857481482e+00,1.825234004637057428e-01
1.761010979002997301e+00,-2.121126673816449981e-01,-1.847383533326152627e-01
-1.325899602218971962e+00,-2.275038316906018654e+00,9.767462366124735063e-02
-6.354759625504088350e-01,2.050416168533091721e+00,-2.695871301350736826e-01
5.492921518135474718e-02,-1.244760470603458076e-02,1.282604047693515666e-02
7.453254996630745977e-01,-2.075311187556591275e+00,2.952387851290223519e-01
1.435730789967623711e+00,2.250205364556336907e+00,-7.202273632552323723e-02
-1.651170672858731203e+00,1.872795246433930083e-01,2.103904342864855725e-01
-9.607653825541823123e-01,-1.875646124880980592e+00,-1.568715131279816155e-01
-2.703600922496333103e-01,2.449870427231946923e+00,1.255412315241055399e-01
4.200543164505300964e-01,3.870068443813906023e-01,-2.417202899304400077e-01
1.110459606755079154e+00,-1.675918995531552991e+00,4.069288068156879518e-02
1.800864897059627934e+00,2.649566523244466065e+00,3.231060125699483643e-01
-1.286045571589556014e+00,5.867029403939095777e-01,-4.415591548270421385e-02
-5.956493996806213609e-01,-1.476191866182125390e+00,2.382568485311975792e-01
9.477412741515646444e-02,2.849324685930802126e+00,-1.290046922851625921e-01
7.851794177197054525e-01,7.863990364064286087e-01,1.534088462013240006e-01
1.475575702201425310e+00,-1.276495579781036449e+00,-2.138530624895139676e-01
-1.611316642229315033e+00,3.049020781943321268e+00,6.855968216257320169e-02
-9.209295887159949512e-01,9.860951324189476397e-01,-2.987022458900793764e-01
-2.305151800158316000e-01,-1.076799674157087550e+00,-1.628948187617759377e-02
4.598902228615027177e-01,-3.139663257007644148e+00,2.661240759721236193e-01
1.150295513166051720e+00,1.185822261768375130e+00,-1.011378520805289588e-01
1.840700803470600722e+00,-8.770725448076598374e-01,1.812749119333728343e-01
-1.246209777751368541e+00,-2.939936127658216325e+00,-1.859862416466949442e-01
-5.557953690512051903e-01,1.385518357780894272e+00,9.642652236720683501e-02
1.346008028577293236e-01,-6.773454154582322362e-01,-2.708354056854457292e-01
8.250153241306781293e-01,-2.740240222034267425e+00,1.157735832845604648e-02
1.515420614435227131e+00,1.585245487130321873e+00,2.939909161767572665e-01
-1.571490079359527670e+00,-4.776491290571432957e-01,-7.327023740331051194e-02
-8.810847890549786676e-01,-2.540543935633178485e+00,2.091417134143772338e-01
-1.906748832662297499e-01,1.784941583142840793e+00,-1.581201952764607344e-01
4.997304070383192243e-01,-2.779219997077156945e-01,1.242933625718404822e-01
1.190140425399853541e+00,-2.340832418146490124e+00,-2.429693593152115194e-01
1.880540987647417062e+00,1.984668712492268394e+00,3.944497300567448989e-02
-1.206364865517566942e+00,-7.824170594650595167e-02,3.218569431851768803e-01
-5.159550723016034235e-01,-2.141136131745401183e+00,-4.540498486747572560e-02
1.744502180029455785e-01,2.184364808504787536e+00,2.370093668152249144e-01
8.648555083074945804e-01,1.214856137914916423e-01,-1.302533744336417110e-01
1.555256295700629066e+00,-1.941393771310374161e+00,1.521617517216437288e-01
-1.531640551641525905e+00,2.384060904517306678e+00,-2.151017446379930864e-01
-8.412398768211769573e-01,3.211817098040106733e-01,6.731100001409408284e-02
-1.508345865166279276e-01,-1.741697484909285221e+00,-2.999493403697596206e-01
5.395685649049991595e-01,2.583803645729473519e+00,-1.753816402465670568e-02
1.229985112488084509e+00,5.208778058165296487e-01,2.648745806274304671e-01
-1.856927607616806863e+00,-1.542009194828135810e+00,-1.023857597564232641e-01
-1.166524681340750380e+00,2.783491935810622930e+00,1.800254165886796820e-01
-4.761216424919087475e-01,7.206127410973268699e-01,-1.872333554881898399e-01
2.142836478126402544e-01,-1.342266453615968969e+00,9.517784021872773004e-02
9.046992948134426893e-01,2.983188031823141628e+00,-2.720840878339248481e-01
1.595102333662284266e+00,9.203088371098459008e-01,1.033026384877578328e-02
-1.491809373287538598e+00,-1.142570547992019847e+00,2.927414208320641142e-01
-8.014064470114822258e-01,3.182930773035308469e+00,-7.451891955178963078e-02
-1.109896742828262034e-01,1.120004933122364932e+00,2.078938444621121484e-01
5.794139274299423548e-01,-9.428761654766307787e-01,-1.593681029523550396e-01
1.269817416569925417e+00,-3.005755360189926506e+00,1.230462293685309766e-01
-1.817095078389395102e+00,1.319745580060261991e+00,-2.442172669911058247e-01
-1.126678643379094957e+00,-7.431798790755418382e-01,3.819547766098133762e-02
-4.362744788023997233e-01,-2.806059454565977607e+00,3.206098487054965807e-01
2.541285600464419647e-01,1.519441676072780911e+00,-4.665366701595483750e-02
9.445315988952837083e-01,-5.434394225262147993e-01,2.357606459431165480e-01
1.634948371623939689e+00,-2.606365072050588427e+00,-1.315012627477213925e-01
-1.451964573626522315e+00,1.719135868199600070e+00,1.509114819043657629e-01
-7.615592833219732016e-01,-3.437393283537260036e-01,-2.163488584794879543e-01
-7.115624447313155521e-02,-2.406618523067021620e+00,6.606231786561497787e-02
6.192606408283098940e-01,1.918835771983518956e+00,-3.011996101870376141e-01
1.309663454531580840e+00,-1.440434227297769654e-01,-1.878527786615158748e-02
-1.777249378146095848e+00,-2.206922617443072721e+00,2.636258984789513482e-01
-1.086844087841546846e+00,2.118570897652885865e+00,-1.036328542361035360e-01
-3.964295665685980130e-01,5.564505773994238291e-02,1.787783221089994101e-01
2.939757237359509889e-01,-2.007234327361923309e+00,-1.884836059436531819e-01
9.843765111290854186e-01,2.318266803276835208e+00,9.393074573904745816e-02
1.674795535313448713e+00,2.553411537524614139e-01,-2.733327893442185630e-01
-1.412133395272534786e+00,-1.807491586149756468e+00,9.081542976667432432e-03
-7.217143710881714913e-01,2.517963089677924149e+00,2.914943263523838146e-01
-3.132281466343689313e-02,4.551303497757061556e-01,-7.576603339328451259e-02
6.590915940367264581e-01,-1.607795299748667528e+00,2.066467112588026567e-01
1.349510843366660495e+00,2.717659185690443291e+00,-1.606167851008341585e-01
-1.737418199792108320e+00,6.548264457882251310e-01,1.217975472200518577e-01
-1.046999175607745025e+00,-1.408099394124718629e+00,-2.454643614707860966e-01
-3.565800388505963592e-01,2.917355281702961989e+00,3.694679551250222571e-02
3.338069020899383510e-01,8.545225418007441620e-01,3.193611665570174618e-01
1.024221423362887018e+00,-1.208387876638030267e+00,-4.790078085744971931e-02
1.714617482699036355e+00,3.117159899200376394e+00,2.345135514634363039e-01
-1.372283867554533243e+00,1.054234249676002433e+00,-1.327483765892162881e-01
-6.818694588543697810e-01,-1.008691590236941327e+00,1.496627997558866441e-01
8.517482086164934393e-03,-3.071524330139159265e+00,-2.175959723209828500e-01
6.989412343275135386e-01,1.253930345688521575e+00,6.481363571713585903e-02
1.389355530454891463e+00,-8.089953038358521642e-01,-3.024482923355167330e-01
-1.697573287558306721e+00,-2.871859267463548804e+00,-2.003237234583185242e-02
-1.007149647889743482e+00,1.453626441701040495e+00,2.623803916680699233e-01
-3.167627069492086611e-01,-6.092373315380860133e-01,-1.048815363845826409e-01
3.736518143237400613e-01,-2.672162981062459863e+00,1.775312276293191383e-01
1.064066335596688839e+00,1.653322537713559415e+00,-1.897307197851480498e-01
1.754462394932837954e+00,-4.095410451369970173e-01,9.268206359056835320e-02
-1.332438955320731422e+00,-2.472467075438510520e+00,-2.745798838238988626e-01
-6.420520143801967672e-01,1.853080700399895697e+00,7.832860828188320523e-03
4.837162528836645714e-02,-2.098451395130480068e-01,2.902456442039047513e-01
7.387861465613152490e-01,-2.272770789037421579e+00,-7.701630321056246453e-02
1.429172974929064699e+00,2.052776796412414839e+00,2.053996167791223848e-01
-1.657728375324504899e+00,-1.014885311195899871e-02,-1.618654672493132496e-01
-9.673047356559416610e-01,-2.073074883413472680e+00,1.205472774027739058e-01
-2.769177947154069508e-01,2.252472892424933537e+00,-2.467114753122809923e-01
4.134967265575418272e-01,1.895470525119900274e-01,3.569811336402311380e-02
1.103892785893690887e+00,-1.873285687390227938e+00,3.181140333537079701e-01
1.794307307166639776e+00,2.452168988437452679e+00,-4.914789469894460111e-02
-1.292584924691315251e+00,3.892741818614176008e-01,2.332648693149571850e-01
-6.021979837507805966e-01,-1.673589400989138998e+00,-1.339970587376954070e-01
8.820730655376837759e-02,2.651865084449971821e+00,1.484157052762064000e-01
7.786310587951169593e-01,5.889392445370280615e-01,-2.188462421382608158e-01
1.469017887162866298e+00,-1.473862271639711397e+00,6.356654123745560103e-02
-1.617874344695088729e+00,2.851592213799399200e+00,-3.036954061770115731e-01
-9.274874037545539629e-01,7.887284405602728032e-01,-2.127948618732673422e-02
-2.370637640859908080e-01,-1.274197208964100936e+00,2.611301218507919852e-01
4.533416387913435375e-01,3.051257276475009661e+00,-1.061318062018606068e-01
1.143728467159092821e+00,9.884557602982704250e-01,1.762840944260096465e-01
1.834152219400441375e+00,-1.074470079614673335e+00,-1.909809896024260156e-01
-1.252740125030298968e+00,-3.137395729139047074e+00,9.143179377329040125e-02
-5.623530715169788863e-01,1.188120822973880886e+00,-2.758269976653937583e-01
1.280522187875701157e-01,-8.748050169390628739e-01,6.585766348508058192e-03
8.184575090921191176e-01,-2.937606533115802332e+00,2.889985110005952040e-01
1.508862799396668120e+00,1.387847952323308487e+00,-7.826339769024273640e-02
-1.578029432461286907e+00,-6.750778875896352726e-01,2.041493469618444467e-01
-8.876424915207522526e-01,-2.737941470440191871e+00,-1.631125617289935215e-01
-1.972188518521890699e-01,1.587513014998918948e+00,1.193001829230936478e-01
4.931680890883456403e-01,-4.752886915663904754e-01,-2.479585891537758602e-01
1.183573379392894642e+00,-2.538214341090764048e+00,3.445101888434284887e-02
1.874015368425472117e+00,1.787240144348346549e+00,3.168637635364300320e-01
-1.212950148315754539e+00,-2.756236288907800702e-01,-5.039498917862486604e-02
-5.225265086471914122e-01,-2.338549278415153587e+00,2.320145994976792192e-01
1.678971310213718260e-01,1.986905207023956788e+00,-1.352473285549733450e-01
8.583024213259208279e-01,-7.589649954135248289e-02,1.471686107965261281e-01
1.548725948421698639e+00,-2.138822149065726208e+00,-2.200964925937241579e-01
-1.538221218955513780e+00,2.186694403047201529e+00,6.231940803414610236e-02
-8.478159286509647785e-01,1.237685631342579362e-01,-3.049425006566918728e-01
-1.573922889824015958e-01,-1.939157086390115747e+00,-2.253289261857314985e-02
5.330314632589470136e-01,2.386421532396629352e+00,2.598830273711117411e-01
1.223436753563496016e+00,3.234956924836855374e-01,-1.073789200433554886e-01
-1.863455590867244549e+00,-1.739429957040688146e+00,1.750338633323609283e-01
-1.173086999290724020e+00,2.586086595072239813e+00,-1.922312400578893576e-01
-4.826817089861750176e-01,5.231607551592959426e-01,9.018152395601243543e-02
2.077420432551735641e-01,-1.539640761017443404e+00,-2.770740921450740024e-01
8.981473335597225383e-01,2.785813724421667192e+00,5.335496531230099308e-03
1.588570860655500461e+00,7.228878845087235439e-01,2.877482799069465136e-01
-1.498321258629669250e+00,-1.340037765015650084e+00,-7.951366750752068835e-02
-8.079710164171630682e-01,2.985602920444911934e+00,2.029022524821641749e-01
-1.175473767485998577e-01,9.226770805319682855e-01,-1.643596755704884171e-01
5.728761503471779815e-01,-1.140248568992405342e+00,1.180530884434133759e-01
1.263281665797297615e+00,3.185205916446705476e+00,-2.492088589710538260e-01
-1.823610678633442728e+00,1.122280266922331515e+00,3.320074906706488999e-02
-1.133242087056922198e+00,-9.404593729691606008e-01,3.156198443943474263e-01
-4.428367967523733073e-01,-3.003385022493534340e+00,-5.164525899590282493e-02
2.475869554889752744e-01,1.322069462945576257e+00,2.307675050179989751e-01
9.379922457935242486e-01,-7.408563769673673916e-01,-1.364944230346536169e-01
1.628415772889302060e+00,-2.803782026491741242e+00,1.459183409792481623e-01
-1.458494808332667203e+00,1.521610392273552437e+00,-2.213436064352190258e-01
-7.681261041833613579e-01,-5.411292476179397903e-01,6.107231355446583743e-02
-7.768411515078389729e-02,-2.603992830468496500e+00,-3.061896144981867685e-01
6.127210625809796918e-01,1.721399588296797178e+00,-2.378000646006803165e-02
1.303126352885528583e+00,-3.414641849423293296e-01,2.586327575538337475e-01
-1.783784115763655365e+00,-2.404451901140520320e+00,-1.086291704988188306e-01
-1.093415524187134835e+00,1.921188784320041920e+00,1.737867301290514088e-01
-4.029735351545573052e-01,-1.416749889190845602e-01,-1.934751785617865316e-01
2.874318677227770125e-01,-2.204662705117275578e+00,8.893756609030062377e-02
9.778371580273259589e-01,2.120853846995652603e+00,-2.783243619623519405e-01
1.668279147059903433e+00,5.786594040889150165e-02,4.085226713952141292e-03
-1.418704831618122775e+00,-2.004873509094030837e+00,2.865043220412347158e-01
-7.282628425855454113e-01,2.320643043018897345e+00,-8.076076198720096022e-02
-3.785755228099640934e-02,2.576551364321362780e-01,2.016519826648862090e-01
6.525477380235525926e-01,-1.805208446418420154e+00,-1.656099453877663552e-01
1.342989727056129956e+00,2.520183972346873080e+00,1.168028186261354240e-01
-1.743957552893867780e+00,4.574443324553810752e-01,-2.504559534507340701e-01
-1.053552262589318778e+00,-1.605419250395175412e+00,3.195679120135308526e-02
-3.631469722847698312e-01,2.719973168370117822e+00,3.143695745770694883e-01
3.272583180197791153e-01,6.571093951309914249e-01,-5.289552881318078381e-02
1.017700307052356479e+00,-1.405878321067199455e+00,2.295172352007210093e-01
1.708105597356905481e+00,2.919638231045728283e+00,-1.377446928519315827e-01
-1.378841682593092255e+00,8.568985911542362777e-01,1.446712077759386705e-01
-6.884363922885432530e-01,-1.206089125043954713e+00,-2.225907009148992977e-01
2.005596744034184638e-03,3.119427427068973024e+00,5.981890712321942527e-02
6.924108870485831124e-01,1.056439710870782367e+00,-3.074398649536501105e-01
1.382816177353132225e+00,-1.006424062368344252e+00,-2.503027627734599053e-02
-1.704130990024080194e+00,-3.069163511871266348e+00,2.573856630741535034e-01
-1.013725699719531415e+00,1.256228906894027109e+00,-1.098731283645306284e-01
-3.232837106869538846e-01,-8.066348663450993994e-01,1.725364603117734708e-01
3.671214670448097461e-01,-2.869622582543290168e+00,-1.947223117650960511e-01
1.057526757349358748e+00,1.455893969569637569e+00,8.768729627302267182e-02
1.747895574071449909e+00,-6.068456703218546577e-01,-2.795714758038468362e-01
-1.339015119723304670e+00,-2.669833386520045426e+00,2.838132234271878093e-03
-6.485731306907273064e-01,1.655682975204312291e+00,2.852540522239567222e-01
4.183227218660703906e-02,-4.073047409938785890e-01,-8.201103180447891217e-02
7.322375624911560132e-01,-2.470168323844434966e+00,2.004048881852059372e-01
1.422606154067676432e+00,1.855472171227557032e+00,-1.668538838916635569e-01
-1.664267728426264359e+00,-2.075155449706338195e-01,1.155557241464551521e-01
-9.738624381217153569e-01,-2.270379127821190224e+00,-2.517030672922289658e-01
-2.834571478171663550e-01,2.055013290944103233e+00,3.070656010770436706e-02
4.069848412154110640e-01,-7.850482295023400447e-03,3.131161294221938562e-01
1.097390131519960121e+00,-2.070838198493214488e+00,-5.414262329286104874e-02
1.787758723096480429e+00,2.254802486967347974e+00,2.282732773350092115e-01
-1.299151858125488834e+00,1.919387137282213829e-01,-1.389917873316118269e-01
-6.087465678209398323e-01,-1.871173135817603805e+00,1.434241132962583987e-01
8.169542121163762827e-02,2.454467549642958435e+00,-2.238409707321772635e-01
7.721007115161866441e-01,3.913555097085630874e-01,5.856863730594146639e-02
1.462469303092707174e+00,-1.671383939794359064e+00,-3.086838228193619083e-01
-1.624441278129262090e+00,2.654256745666203177e+00,-2.627421478124317838e-02
-9.340358752519278829e-01,5.911447057318078846e-01,2.561353932568755098e-01
-2.435938862193504084e-01,-1.471594743771114322e+00,-1.111233981818085942e-01
4.468112915124131668e-01,2.853673541646544631e+00,1.712862292181247525e-01
1.137179883088933696e+00,7.909339017550526263e-01,-1.959725622205593931e-01
1.827585173393482698e+00,-1.271805547747869580e+00,8.644333840731086016e-02
-1.259288596527672777e+00,3.053462737669789373e+00,-2.808217262593101782e-01
-5.688833062231238857e-01,9.907230977782973680e-01,1.594174368560070335e-03
1.215220966542104875e-01,-1.072388751767527904e+00,2.840037824066787842e-01
8.118906882307309614e-01,-3.135128201270449999e+00,-8.325498967019072383e-02
1.502295978535279852e+00,1.190512293801542221e+00,1.991546183679279991e-01
-1.584578016531446254e+00,-8.725995557442830508e-01,-1.681041537089415228e-01
-8.941727262268972520e-01,-2.935339005247205257e+00,1.143054543291772002e-01
-2.037674359223483056e-01,1.389929280170453918e+00,-2.529533177476923078e-01
4.866746656830144846e-01,-6.728103597210383091e-01,2.945629029042640817e-02
1.177006558531506597e+00,-2.735549809223960516e+00,3.118722102801112506e-01
1.867448547564084071e+00,1.589718476193698660e+00,-5.538658115857285347e-02
-1.219462033657885414e+00,-4.730211636977935119e-01,2.270230462413604933e-01
-5.290567433533363007e-01,-2.536133013243618617e+00,-1.402420571488897927e-01
1.613852456792410905e-01,1.789507481828373381e+00,1.421738434789804606e-01
8.517538372557615922e-01,-2.732319676745487147e-01,-2.250849285978890613e-01
1.542159127560310594e+00,-2.336343817220373875e+00,5.732467944022965473e-02
-1.544751453661658669e+00,1.989296677851618123e+00,-3.099340926366398463e-01
-8.543461633571097780e-01,-7.381517169420702407e-02,-2.752448459852113727e-02
-1.639041743245323313e-01,-2.136554621197129133e+00,2.548851234395975718e-01
5.264644172519881149e-01,2.189085873874863086e+00,-1.123673366857057820e-01
1.216869707556537117e+00,1.259740243290377593e-01,1.700422713524129270e-01
-1.870040761092646830e+00,-1.936765425173884392e+00,-1.972228126760227074e-01
-1.179598884632854672e+00,2.388502860243774784e+00,8.519310731366214196e-02
-4.891934817555204096e-01,3.257632203522825565e-01,-2.820719960765881162e-01
2.012116959762432211e-01,-1.737348629193542715e+00,3.439045512821119394e-04
8.915802875527637505e-01,2.588292056267019525e+00,2.827598245409669864e-01
1.581985577857312641e+00,5.255524163755272982e-01,-8.450524012565406584e-02
-1.504888192063842833e+00,-1.537559433170297973e+00,1.979043485506500333e-01
-8.144829017592938314e-01,2.788081252290264267e+00,-1.693544235262194608e-01
