0,1,2
9.193395910880370892e-01,-2.527620711724373415e+00,8.701888849174431451e-02
-1.833365241966697090e-01,1.464429794488440351e+00,1.659395651692879003e-01
-1.286012760937314647e+00,-3.059949172302977694e+00,2.448602118805350558e-01
1.686696022609361245e+00,9.321064101006995006e-01,-1.789703042926868715e-01
5.840199073246544748e-01,-3.592277632881581528e+00,-1.000498673455147841e-01
-5.186562079600522956e-01,3.997779495220954993e-01,-2.112926558371227420e-02
-1.621332444700697373e+00,-4.124601017269322156e+00,5.779138112753488127e-02
1.351381439995384293e+00,-1.325555872473717089e-01,1.367115783443355048e-01
2.487002235612718881e-01,3.859510655157118109e+00,2.156322550218790768e-01
-8.539710334859057506e-01,-6.648787178255695096e-01,-2.081981263030089069e-01
-1.956652128464079876e+00,3.327177118387650623e+00,-1.292774496254653072e-01
1.016061756232001567e+00,-1.197202102213310360e+00,-5.035710257718250399e-02
-8.661690962740792310e-02,2.794853733999909995e+00,2.856387376332545497e-02
-1.189293146368052945e+00,-1.729535638982777623e+00,1.074848501038334070e-01
1.783418187753325945e+00,2.262530349612168923e+00,1.864039685339622943e-01
6.807420724686190638e-01,-2.261859023370518695e+00,-2.374266974707418265e-01
-4.219341642720259578e-01,1.730186660460975467e+00,-1.585057361133820897e-01
-1.524610401012670868e+00,-2.794182153948716163e+00,-7.958537408195107132e-02
1.448098503989943220e+00,1.197873428454960809e+00,-6.643977414431077042e-04
3.454223887052364494e-01,-3.326505538336457235e+00,7.825533499776272939e-02
-7.572538480354085166e-01,6.655398916854935454e-01,1.571763113382707022e-01
-1.859930084776053594e+00,-3.858839075105924277e+00,2.360972876787786612e-01
1.112778820226560716e+00,1.332271672985652633e-01,-1.877327789999967411e-01
1.010197620622449097e-02,4.125272597320516432e+00,-1.088130312776426772e-01
-1.092573896166605829e+00,-3.991170294717145128e-01,-2.989205493713471828e-02
1.880134765924131868e+00,3.592949212932774916e+00,4.902890642022502549e-02
7.774584077275487060e-01,-9.314196014769166032e-01,1.279486541425790824e-01
-3.252177075571581200e-01,3.060625828545034288e+00,2.068696304830870414e-01
-1.427889450428088569e+00,-1.463763544437653108e+00,-2.169628784488479289e-01
1.544814353425119968e+00,2.528302951776379537e+00,-1.380394748383286241e-01
4.421430963779423018e-01,-1.996086675015851020e+00,-5.912094075098023316e-02
-6.605379986002318793e-01,1.995958755006099761e+00,1.980002060637951061e-02
-1.763209134191471295e+00,-2.528410059403591870e+00,9.872099694688747651e-02
1.209495884221119644e+00,1.463635370618358911e+00,1.776419732873954216e-01
1.068221980551774114e-01,-3.060754002364328485e+00,-2.461905356445395487e-01
-9.958563463482938971e-01,9.313119862306179497e-01,-1.672671320340202161e-01
1.976854987773084771e+00,-3.593077132942526397e+00,-8.834859794667183908e-02
8.741737713389724496e-01,3.989891094619633649e-01,-9.425194336152522070e-03
-2.284974857082051891e-01,-4.125400517330267469e+00,6.949333975119585671e-02
-1.331178580686379398e+00,-1.333342749257775406e-01,1.484143160917038295e-01
1.641537733128466847e+00,3.858711155096173240e+00,2.273352624659153443e-01
5.388565166943544149e-01,-6.656576593135185016e-01,-1.964947892297118359e-01
-5.638146188968850003e-01,3.326367465944979784e+00,-1.175762701255116671e-01
-1.666495713875059126e+00,-1.198001602274255006e+00,-3.865285153184413319e-02
1.306218049365084122e+00,2.794064893939777861e+00,4.026568255550425079e-02
2.035368329309718283e-01,-1.730304174279457152e+00,1.191866289297157655e-01
-8.991343026602676147e-01,2.261741509552036788e+00,1.981076052702237245e-01
-2.001815397638441851e+00,-2.262627304857654842e+00,-2.257224464254034557e-01
9.708983656017016184e-01,1.729397312781757012e+00,-1.468039273212032869e-01
-1.317827293764725349e-01,-2.794971501627934618e+00,-6.788050872753574605e-02
-1.234458966117117473e+00,1.197073928394016162e+00,1.103802535981263620e-02
1.738249938885496615e+00,-3.327315444588671234e+00,8.996142897033196362e-02
