0,1,2
-1.553137545107018624e+00,2.480812807256084440e+00,-1.293907523656949055e+00
-2.752140376426452040e+00,2.393200256065062259e+00,1.732291971884896975e-01
-3.951133003877377980e+00,2.305587704874040078e+00,1.640453266951095390e+00
3.200718115119541629e+00,2.217975327572992761e+00,3.107590254918604966e+00
2.001725736543457312e+00,2.130362776381970580e+00,-4.388315304379249326e+00
8.027229052240242302e-01,2.042750225190947955e+00,-2.921134775514191428e+00
-3.962699711017433346e-01,1.955137847889900859e+00,-1.453998054668752982e+00
-1.595272802421176417e+00,1.867525296698878678e+00,1.318247419630466308e-02
-2.794265429872102580e+00,1.779912745507856275e+00,1.480362735939291463e+00
-3.993268261191535551e+00,1.692300368206809180e+00,2.947542997682278010e+00
3.158593061673891089e+00,1.604687817015786777e+00,4.414679985649788030e+00
1.959590230354457896e+00,1.517075265824764596e+00,-3.081269114545614585e+00
7.605978517783736903e-01,1.429462888523717501e+00,-1.614088585680556909e+00
-4.384052284159010715e-01,1.341850337332695098e+00,-1.469083239375701400e-01
-1.637397855866826957e+00,1.254237438361722523e+00,1.320228396907868529e+00
-2.836400687186260150e+00,1.166625234950650514e+00,2.787408658650855298e+00
-4.035393314637185647e+00,1.079012335979677939e+00,4.254589454637983437e+00
3.116458053234575143e+00,9.914003064585810154e-01,-3.241359645557418290e+00
1.917465176908807356e+00,9.037874074876084407e-01,-1.774135842916883643e+00
7.184623455893742738e-01,8.161745085166357550e-01,-3.069988549493741226e-01
-4.805300329867099873e-01,7.285623051055638566e-01,1.160181673915683387e+00
-1.679532864306143125e+00,6.409494061345911708e-01,2.627361935658670156e+00
-2.878525740631910690e+00,5.533373766134943583e-01,4.094542197401657369e+00
-4.077528323076502481e+00,4.657244776425217281e-01,-3.401406902793745246e+00
3.074332999788924603e+00,3.781124481214248600e-01,-1.934226373928687570e+00
1.875330168469491410e+00,2.904993752604771440e-01,-4.670461121857008568e-01
6.763372921437237340e-01,2.028873457393802759e-01,1.000134416679356653e+00
-5.226550864323604717e-01,1.152744467684076596e-01,2.467314678422343643e+00
-1.721657917751793665e+00,2.766241724731080542e-02,3.934473570399662279e+00
-2.920650794077561230e+00,-5.995065561363695922e-02,-3.561475529795739892e+00
-4.119653376522152577e+00,-1.475626851347338064e-01,-2.094295268052753123e+00
3.032197991349608213e+00,-2.351754102157312676e-01,-6.271585472073143430e-01
1.833205115023840870e+00,-3.227874397368281079e-01,8.400438856675527255e-01
6.342122386980731941e-01,-4.104005125977758794e-01,2.307224147410539494e+00
-5.647903437465182641e-01,-4.980125421188727475e-01,3.774404409153526263e+00
-1.763782971197444205e+00,-5.856256149798204635e-01,-3.721544423919805222e+00
-2.962785802516877176e+00,-6.732376445009173871e-01,-2.254364162176818454e+00
-4.161788633836310147e+00,-7.608507173618651587e-01,-7.872490782191182701e-01
2.990062485160609018e+00,-8.484627468829619712e-01,6.799314506459392948e-01
1.791070106584524702e+00,-9.360754719639594601e-01,2.147101027506092219e+00
5.920672752650915083e-01,-1.023687501485056384e+00,3.614281289249078988e+00
-6.069256010606760565e-01,-1.111300574346004044e+00,-3.881667810946323183e+00
-1.805928183505267626e+00,-1.198912603867100968e+00,-2.414498234086170481e+00
-3.004920810956193566e+00,-1.286525676728048628e+00,-9.473179723431836008e-01
4.146930308040725599e+00,-1.374137706249145552e+00,5.198569469583862457e-01
2.947937431714958478e+00,-1.461750431330143041e+00,1.987037208701373014e+00
1.748934600395525285e+00,-1.549362460851239742e+00,3.454212128002942972e+00
5.499422218194409684e-01,-1.636975533712187625e+00,-4.041739376291096697e+00
-6.490606094999921138e-01,-1.724587563233284326e+00,-2.574560450158464686e+00
-1.848053236950918166e+00,-1.812200636094232209e+00,-1.107383661002398823e+00
-3.047056068270351137e+00,-1.899812665615329133e+00,3.597936623978086335e-01
4.104805254595075503e+00,-1.987425390696326399e+00,1.826971252920086997e+00
2.905812378269307938e+00,-2.075037420217423545e+00,3.294148843442365138e+00
