0,1,2
1.636143291356593421e+00,4.064076994015898836e-01,-2.256777993144332140e-01
-1.158659249250288736e+00,-8.963455362304026952e-01,3.238272463740241025e-01
1.346413009038710973e+00,-2.280746550750896162e-01,8.733272329462027361e-01
-1.448389531568171185e+00,4.401951099993298699e-01,-6.473600768592494559e-01
1.056683042619527058e+00,-8.625581843737624155e-01,-9.786514940334933854e-02
-1.738093910192758385e+00,-1.942872444773496576e-01,4.516449554013865497e-01
7.669786639949399687e-01,4.739824031148704986e-01,1.001144941973565183e+00
-2.027823876611942300e+00,-8.287720660802150308e-01,-5.195474269481655805e-01
4.772483816770574649e-01,-1.604998926207093501e-01,2.995255962401312949e-02
-2.317554158929824748e+00,5.077698137126104294e-01,5.794626644287490524e-01
1.875184152578737440e-01,-7.949846554824750999e-01,-9.412297044929817114e-01
-2.607284283298357597e+00,-1.267149491491552649e-01,-3.917297179208030777e-01
-1.022118670600087320e-01,5.415572243103504713e-01,1.577803251873928225e-01
2.402886294922286226e+00,-7.611973623669344713e-01,7.072803734561114997e-01
-3.919162456845959319e-01,-9.292759729251495737e-02,-8.134119954656192641e-01
2.113181916297699026e+00,5.753445174258910999e-01,-2.639120088934406305e-01
-6.816463700531290026e-01,-7.274099517691944294e-01,2.855980342147552697e-01
1.823477537673111826e+00,-5.914024543587464988e-02,8.350980824834739469e-01
-9.713507486777163136e-01,6.091319280236310307e-01,-6.856044046708140716e-01
1.533721667560632884e+00,-6.936226586536538008e-01,-1.360942998660781278e-01
-1.261080873046249273e+00,-2.535289357923434586e-02,4.134157432421177725e-01
1.243965797448153721e+00,6.429168714951851715e-01,9.629057349748192385e-01
-1.550785251670836695e+00,-6.598352480559138700e-01,-5.577866956434515133e-01
9.542614188235665207e-01,8.434517018505623132e-03,-8.286585678192912377e-03
-1.840489630295423895e+00,6.767041646107258002e-01,5.412335139660202632e-01
6.645570401989793208e-01,-6.260479549403732413e-01,-9.794689731882677552e-01
-2.130245500407902615e+00,4.222415977803280901e-02,-4.299488735440546439e-01
3.748011700865003237e-01,7.104939248524523299e-01,1.195511747246640194e-01
-2.420001370520382000e+00,-5.922629527277194494e-01,6.690411047608254558e-01
8.509679146191313770e-02,7.600675360560035787e-02,-8.516512641609053080e-01
2.590194953444207915e+00,7.442813354501922607e-01,-3.021511541956466429e-01
-2.045560956747822789e-01,-5.584732512270925708e-01,2.473688837520264805e-01
2.300490574819620715e+00,1.097965138473268737e-01,7.968588137881879030e-01
-4.943119657872612760e-01,7.780686285657328893e-01,-7.238134420615083275e-01
2.010734704707141773e+00,-5.246858406293526400e-01,-1.743134554893296939e-01
-7.840678358997402730e-01,1.435839244450668462e-01,3.751765362433717166e-01
1.720978834594662832e+00,8.118535720372870301e-01,9.246866410481076048e-01
-1.073772214524327584e+00,-4.908960803876261103e-01,-5.960158461061804136e-01
1.431325947457967374e+00,1.773735672045940182e-01,-4.652585437347891983e-02
-1.363476593148914784e+00,8.456385155088410599e-01,5.030043018067514859e-01
1.141621568833380174e+00,-4.571159536862444694e-01,-1.017698123650996544e+00
-1.653232463261393725e+00,2.111586281583474611e-01,-4.681880188462606562e-01
8.518656987209012321e-01,8.794282757505675896e-01,8.132202426193521627e-02
-1.942988333373872667e+00,-4.233261934445179397e-01,6.308119542980966665e-01
5.621098286084221796e-01,2.449435716299015464e-01,-8.898904094631113759e-01
-2.232692869947809466e+00,9.132180359922941193e-01,-3.403804280514554081e-01
2.724054499838350352e-01,-3.895364332027914100e-01,2.091095636812460301e-01
-2.522397248572396666e+00,2.787333318716280761e-01,7.586397815580163684e-01
-1.729908659010155267e-02,9.470029794638482601e-01,-7.620425925242372278e-01
2.487799233341542848e+00,-3.557514897312373248e-01,-2.125526007915357340e-01
-3.070549567025805393e-01,3.125182753431821614e-01,3.369574423166601385e-01
2.198043363229063907e+00,9.807880404176015920e-01,8.864473723528215610e-01
-5.967593353271677392e-01,-3.219617294895107951e-01,-6.342549914083863705e-01
1.908338984604476485e+00,3.463080355849086911e-01,-8.474500999673048596e-02
-8.865152054396467918e-01,-9.564464923512765449e-01,4.647449817359709523e-01
1.618634290081190530e+00,-2.881719692477842654e-01,1.014275137916201386e+00
-1.176219584064233992e+00,3.800977958266351653e-01,-5.064071744695122224e-01
1.328878419968711588e+00,-9.226615488797224041e-01,4.308281726318919508e-02
-1.465923962688821192e+00,-2.543917838053029734e-01,5.925727472993506106e-01
1.039174041344124388e+00,4.138827392981893061e-01,-9.281095650863628865e-01
-1.755628341313408391e+00,-8.888717886379958744e-01,-3.786195733536614760e-01
7.494181712316453359e-01,-2.206020823046760948e-01,1.708904697545344520e-01
-2.045332719937995591e+00,4.476724995399157803e-01,7.204206259347647467e-01
4.597137926070581915e-01,-8.550820283962694557e-01,-8.002817378264431847e-01
-2.335088590050474533e+00,-1.868123220629495929e-01,-2.507717564147873279e-01
1.699579224945791667e-01,4.814574430114698655e-01,2.987182353179141381e-01
-2.624792968675061733e+00,-8.212970849247153149e-01,8.482081653540756161e-01
-1.197462981806586835e-01,-1.530273785913954798e-01,-6.724741470316379921e-01
2.385403197340178583e+00,5.152423864830240063e-01,-1.229841552989365261e-01
-4.095021682931376805e-01,-7.875121414531611741e-01,4.265258878092593742e-01
2.095647327227699641e+00,-1.192376183496689779e-01,9.760560439894897522e-01
-6.991552133791825163e-01,5.490321467247505360e-01,-5.446463197717182902e-01
1.805891457115220700e+00,-7.537223812114346444e-01,4.843610264443169548e-03
-9.889110834916614579e-01,-8.545261613701521375e-02,5.543536533726390880e-01
1.516135587002741758e+00,5.828219069664770657e-01,-9.663487103885689544e-01
-1.278563970628356916e+00,-7.199373789987809635e-01,-4.168387289769130422e-01
1.226431208378154558e+00,-5.166767266546112153e-02,1.326512627557884239e-01
-1.568268349252944116e+00,6.166068504380310955e-01,6.821814189360188019e-01
9.367268297535672472e-01,-6.861476774981540849e-01,-8.385210065217292286e-01
-1.858075710853314799e+00,-1.787791242373460918e-02,-2.890109017169933403e-01
6.470224511289800473e-01,6.503917939095852363e-01,2.604790283191680822e-01
-2.147780089477901999e+00,-6.523626752855002930e-01,8.099890714273639825e-01
3.573180725043928474e-01,1.590697230671982154e-02,-7.107132923338439490e-01
-2.437587451078273126e+00,6.841767373811392661e-01,-1.612033109221880922e-01
6.761369387980563361e-02,-6.185777318139462633e-01,3.882866808105133738e-01
2.572711855862100716e+00,4.969673254844633736e-02,9.378168369907436963e-01
-2.220906847447815802e-01,7.179664976228657958e-01,-5.828855884670043341e-01
2.282904494261729589e+00,-5.847879715722197336e-01,-3.337548366226840424e-02
-5.118980463451523466e-01,8.348179350219975259e-02,5.161144463738930321e-01
