0,1,2
2.042262730431378515e+00,-2.925088030672156614e-01,1.938195236419961720e+00
-3.518072371978976598e+00,4.043528074045307785e-01,4.236958237259501603e-01
-1.285019971603666322e+00,-2.744253913142969958e-01,-1.090884247362374770e+00
9.480131511053300208e-01,4.224371210977846403e-01,1.545607821386681957e+00
3.181065319219600340e+00,-2.563427995071375642e-01,3.106807949551368755e-02
-2.379250970046520752e+00,4.405197129049440719e-01,-1.483431580616885404e+00
-1.462176150764844806e-01,-2.382602076999781604e-01,1.153020406353402194e+00
2.086834785298826045e+00,4.586039446036220268e-01,-3.614791300498031434e-01
-3.473509839814166611e+00,-2.201759350040122520e-01,-1.876059324847321852e+00
-1.240467194402533169e+00,4.766848965192629350e-01,7.604733205172791166e-01
9.925993738962128887e-01,-2.020883415277213990e-01,-7.540666687922766842e-01
3.225642251568886287e+00,4.947724899955537881e-01,1.882385318178011024e+00
-2.334697728323307686e+00,-1.840040688317554907e-01,3.678453288684551681e-01
-1.016518312571152716e-01,5.128534419111947518e-01,-1.146694413022713244e+00
2.131394994853236913e+00,-1.659231579134025358e-01,1.489757573947574576e+00
-3.428947307649356180e+00,5.309410353874856048e-01,-2.470175696766794063e-02
-1.195899552494844587e+00,-1.478422469950495810e-01,-1.539241498858836321e+00
1.037147970398627495e+00,5.490219053085505507e-01,1.097129582298750572e+00
3.270190615810260937e+00,-1.297546125214707469e-01,-4.173295011981044134e-01
-2.290153777041691541e+00,5.671028572241915144e-01,-1.931788708404153176e+00
-5.707304081951008329e-02,-1.116737016031177920e-01,7.045824964626273834e-01
2.175978895033720661e+00,5.851904507004823675e-01,-8.099573691377346396e-01
-3.384375020520869359e+00,-9.359279068476485108e-02,1.826575152517672551e+00
-1.151360710956107036e+00,6.032646790608974241e-01,3.120354106265043059e-01
1.081729547968711680e+00,-7.550519720847397032e-02,-1.202585113368171088e+00
3.314743857533474003e+00,6.213522725371882771e-01,1.433947408287236103e+00
-2.245572199471607355e+00,-5.742424529283305518e-02,-8.059245731312590644e-02
-1.250121821310274176e-02,6.394398660134791301e-01,-1.595212981307801314e+00
2.220513091351659529e+00,-3.934333437448010728e-02,1.041319664056799654e+00
-3.339784152509187809e+00,6.575274594897699831e-01,-4.731396668584427201e-01
-1.106769378422345573e+00,-2.126242345612715245e-02,-1.987679408749611021e+00
1.126282557430884790e+00,6.756084114054109468e-01,6.486916724079757612e-01
3.359296866995646891e+00,-3.174829979836273856e-03,-8.657674110888792240e-01
-2.201000376865200003e+00,-6.819447062492076661e-01,1.770684575881408485e+00
3.201416496060201233e-02,1.491276349645460561e-02,2.562252449661659992e-01
2.265104423885420548e+00,-6.638704368915046006e-01,-1.258395155319315784e+00
-3.295268537074442783e+00,3.298699185686962410e-02,1.378137242626897851e+00
-1.062216601221212420e+00,-6.457828434152137476e-01,-1.363218408699571060e-01
1.170797940604589638e+00,5.107466732773643242e-02,-1.650942364864632639e+00
3.403887967268368620e+00,-6.276952499389228946e-01,9.854288400021479211e-01
-2.156409044331438540e+00,6.916226080402730625e-02,-5.290303672039007310e-01
7.660526523332340798e-02,-6.096210215785078379e-01,-2.043489574409949494e+00
2.309657433347593880e+00,8.724985428031818702e-02,5.928817541660248436e-01
-3.250677669062761677e+00,-5.915333871049290870e-01,-9.215774530400238085e-01
-1.017587642398982695e+00,1.053374477566090678e-01,1.714793751826756640e+00
1.215426899426819363e+00,-5.734457936286381230e-01,2.003344209115142938e-01
3.448441208991581686e+00,1.234116761170240967e-01,-1.314124662585340664e+00
-2.111855802608225474e+00,-5.553448350364713626e-01,1.322246665990633563e+00
1.211585069565364742e-01,1.415126347091908432e-01,-1.922126649246088115e-01
2.354172816521298728e+00,-5.372706066760564170e-01,-1.706671748421463741e+00
-3.206200144438565047e+00,1.595734979537299925e-01,9.296993327361230408e-01
-9.730344006757696285e-01,-5.191830131997655640e-01,-5.849210675493586864e-01
1.259979908888992473e+00,1.776744565458967251e-01,2.051611577815242171e+00
3.492994450714794752e+00,-5.011087438420624984e-01,5.371522468999999633e-01
-2.067303025407092321e+00,1.957620500221876059e-01,-9.774682770946755417e-01
1.657115164187096257e-01,-4.830211503657716454e-01,1.659064244560731760e+00
2.398801775343528231e+00,2.138363603771785693e-01,1.446051610638768026e-01
-3.161571185616335544e+00,-4.649468810080686909e-01,-1.370015362930798730e+00
-9.285568760515732212e-01,2.319239538534694500e-01,1.266355841935981941e+00
1.304457433513188880e+00,-4.468592875317777824e-01,-2.481033652700667946e-01
3.537471743077951203e+00,2.499981822138844512e-01,-1.762562572476115363e+00
-2.022901217881912572e+00,-4.287850591713627812e-01,8.739700728884854941e-01
2.104161923399559542e-01,2.680991408060511838e-01,-6.406504511061898999e-01
2.443430501904718000e+00,-4.106974656950718727e-01,1.995882070549217291e+00
-3.116942226794105597e+00,2.861733691664662405e-01,4.812614228453482301e-01
-8.839279172293434961e-01,-3.925965071029051678e-01,-1.033358977440133497e+00
1.349086392335418605e+00,3.042743277586329453e-01,1.603173667924467471e+00
3.582100701900180706e+00,-3.745222787424901112e-01,8.871433700922511101e-02
-1.978272259059682847e+00,3.223485561190480020e-01,-1.425744746487629833e+00
2.549694340631690204e-01,-3.564213201503234063e-01,1.210626334669956838e+00
2.487983743627931066e+00,3.404227844794630031e-01,-3.039940656155247778e-01
-3.072388985070892531e+00,-3.383470507926203963e-01,-1.818453272821573430e+00
-8.393746755061304299e-01,3.584970948344539665e-01,8.180792488338338719e-01
1.393639634058631671e+00,-3.202728224322053951e-01,-6.967024682402745972e-01
3.626729660722410653e+00,3.765980534266206714e-01,1.939829929705938927e+00
-1.933719017336469781e+00,-3.021985940717903385e-01,4.253708462090839970e-01
2.993710093273089234e-01,3.946722817870357281e-01,-1.089088360996964600e+00
2.532612470189120835e+00,-2.840975944823356802e-01,1.547282843869815849e+00
-3.027836207869759377e+00,4.127732403792024329e-01,3.282376037296087096e-02
-7.947457166839007048e-01,-2.660233661219206236e-01,-1.481635570542281455e+00
1.438192643520804781e+00,4.308474687396174896e-01,1.154574441245066030e+00
3.671282902445623719e+00,-2.479224075297538910e-01,-3.598847659609827332e-01
-1.889165775613256715e+00,4.489216971000324907e-01,-1.874343973167031496e+00
